FF SN,SF SN,lv-R,lv-G,lv-B,lv-W,mix_W_2000_r_ratio_current,mix_W_2000_g_ratio_current,mix_W_2000_b_ratio_current,w_4000_current
4Q3XF2FJ080068,4Q0YM77J0T003W,220.9,327.0,164.0,208.7,1400.0,300.0,500.0,3900.0
4Q3XF2FJ080082,4Q0YM77J0T007L,229.6,355.9,173.6,211.6,1400.0,300.0,500.0,3900.0
4Q3XF2FJ08005Q,4Q0YM77J0T0079,221.7,356.4,169.2,230.9,1700.0,300.0,700.0,4800.0
4Q3XF2FJ06012X,4Q0YM77J0T0084,278.6,390.7,199.5,254.0,1200.0,100.0,300.0,2600.0
4Q3XF2FJ080072,4Q0YM77J0T008G,234.4,348.5,174.2,225.6,1800.0,400.0,700.0,4200.0
4Q3XF2FJ08007Q,4Q0YM77J0T0040,206.2,309.2,165.2,214.7,1700.0,500.0,600.0,5000.0
4Q3XF2FJ08005S,4Q0YM77J0T007W,259.2,365.2,191.1,241.9,1800.0,300.0,500.0,4600.0
4Q3XF2FJ08006D,4Q0YM77J0T00BB,258.1,369.2,182.2,241.1,1400.0,300.0,500.0,3900.0
4Q3XF2FJ080054,4Q0YM77J0T007H,241.1,355.9,179.3,232.6,1400.0,300.0,500.0,3900.0
4Q3XF2FJ08007C,4Q0YM77J0T0081,277.8,393.3,202.4,213.5,1200.0,100.0,300.0,3300.0
4Q3XF2FJ080063,4Q0YM77J0T003K,274.2,360.5,195.2,236.0,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06012W,4Q0YM77J0T00B9,269.9,371.7,207.0,233.1,1600.0,200.0,400.0,4100.0
4Q3XF2FJ08005H,4Q0YM77J0T00C5,248.2,375.9,186.6,222.7,1600.0,300.0,500.0,4300.0
4Q3XF2FJ080084,4Q0YM77J0T0066,241.1,344.6,169.2,205.1,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06012Y,4Q0YM77J0T004J,235.5,340.6,177.0,218.1,1400.0,300.0,500.0,3900.0
4Q3XF2GJ08003M,4Q0YM78J11001P,187.4,268.2,125.1,133.1,1700.0,450.0,650.0,4000.0
4Q3XF2GJ08003C,4Q0YM78J11001W,178.6,259.7,121.1,184.0,1900.0,600.0,1000.0,5000.0
4Q3XF2GJ080045,4Q0YM78J11001T,204.2,303.8,131.8,190.3,1900.0,450.0,900.0,5000.0
4Q3XF2DHCT00RL,4Q0YM76J0N006P,55.3,295.3,138.1,141.9,2100.0,600.0,600.0,5600.0
4Q3XF2DHCT00MG,4Q0YM76J0N004T,54.1,365.5,187.1,159.8,2000.0,400.0,500.0,4900.0
4Q3XF2DHCT00G4,4Q0YM76J0N005G,34.7,305.5,140.9,147.2,1800.0,300.0,500.0,4400.0
4Q3XF2DHCT00SH,4Q0YM76J0N009N,48.5,314.8,160.6,136.3,2500.0,600.0,600.0,5500.0
4Q3XF2DHCT00FK,4Q0YM76J0N003M,197.0,398.0,165.7,298.9,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00J4,4Q0YM76J0N005L,84.8,311.7,144.2,156.4,2100.0,500.0,600.0,5300.0
4Q3XF2DHCT00SW,4Q0YM76J0N005C,221.7,387.6,165.2,284.2,2300.0,400.0,500.0,4900.0
4Q3XF2DHCT00H1,4Q0YM76J0N005K,193.0,390.4,165.7,286.6,2200.0,500.0,600.0,5400.0
4Q3XF2DHCT00S3,4Q0YM76J0N0061,82.9,340.6,166.9,141.4,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00G3,4Q0YM76J0N005R,38.6,318.3,149.3,159.8,1800.0,300.0,500.0,4800.0
4Q3XF2DHCT00QB,4Q0YM76J0N002F,30.7,302.7,147.0,140.9,2000.0,400.0,600.0,5400.0
4Q3XF2DHCT00J8,4Q0YM76J0N002R,113.2,353.1,181.0,174.1,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00PR,4Q0YM76J0N006S,42.1,309.8,147.6,145.5,2100.0,400.0,600.0,4900.0
4Q3XF2DHCT00GL,4Q0YM76J0N006B,104.0,339.5,169.6,164.6,1900.0,300.0,500.0,4500.0
4Q3XF2DHCT00SG,4Q0YM76J0N007W,31.0,305.7,150.5,145.2,1800.0,300.0,500.0,4400.0
4Q3XF2DHCT00MF,4Q0YM76J0N003P,32.2,326.1,152.8,146.9,2100.0,400.0,600.0,5300.0
4Q3XF2DHCT00QV,4Q0YM76J0N005X,35.0,332.9,156.6,155.2,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00J0,4Q0YM76J0N004N,36.6,316.8,167.5,155.9,2200.0,400.0,600.0,5400.0
4Q3XF2DHCT00NV,4Q0YM76J0N004L,31.6,318.5,161.2,143.6,2300.0,400.0,600.0,5400.0
4Q3XF2DHCT00P3,4Q0YM76J0N005D,44.2,314.8,155.4,136.3,1900.0,300.0,500.0,5500.0
4Q3XF2DHCT00NG,4Q0YM76J0N0070,65.1,318.8,149.9,155.2,2400.0,400.0,600.0,4600.0
4Q3XF2DHCT00FL,4Q0YM76J0N002J,42.5,313.7,151.0,166.6,2500.0,600.0,700.0,6000.0
4Q3XF2DHCT00F7,4Q0YM76J0N002P,180.9,371.4,153.9,252.0,2200.0,400.0,600.0,5800.0
4Q3XF2DHCT00JB,4Q0YM76J0N006V,211.5,398.0,171.9,305.0,2400.0,600.0,600.0,5400.0
4Q3XF2DHCT00L1,4Q0YM76J0N002K,211.3,407.7,179.3,352.7,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00MM,4Q0YM76J0N0037,69.4,303.8,139.8,146.7,2400.0,600.0,700.0,6000.0
4Q3XF2DHCT00R2,4Q0YM76J0N005V,33.6,304.6,141.3,134.1,2100.0,600.0,600.0,6000.0
4Q3XF2DHCT00NZ,4Q0YM76J0N0050,64.5,340.3,162.9,151.5,1700.0,300.0,500.0,4300.0
4Q3XF2DHCT00S0,4Q0YM76J0N007L,34.7,317.7,159.4,147.7,1800.0,300.0,500.0,4400.0
4Q3XF2DHCT00FD,4Q0YM76J0N0039,72.7,337.8,162.3,165.6,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00M0,4Q0YM76J0N0081,192.4,407.1,159.4,304.5,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00J3,4Q0YM76J0N0082,34.7,329.3,169.6,145.1,2600.0,700.0,800.0,6000.0
4Q3XF2DHCT00M8,4Q0YM76J0N008T,36.1,345.1,177.0,159.3,2100.0,300.0,500.0,4400.0
4Q3XF2DHCT00JK,4Q0YM76J0N0080,46.5,335.8,171.9,157.2,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00RS,4Q0YM76J0N004V,33.0,318.3,148.2,142.9,2000.0,400.0,600.0,5300.0
4Q3XF2DHCT00MD,4Q0YM76J0N009R,30.2,302.1,148.2,146.4,2100.0,300.0,500.0,4400.0
4Q3XF2DHCT00G6,4Q0YM76J0N0072,33.9,309.8,143.0,139.0,2100.0,400.0,600.0,4900.0
4Q3XF2DHCT00KM,4Q0YM76J0N0044,209.9,431.2,190.0,320.9,2100.0,400.0,600.0,4900.0
4Q3XF2DHCT00SK,4Q0YM76J0N0046,30.2,290.4,144.2,136.6,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00S1,4Q0YM76J0N0079,215.8,419.8,176.4,310.6,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00P6,4Q0YM76J0N0067,57.2,301.5,152.8,145.7,2200.0,600.0,600.0,5900.0
4Q3XF2DHCT00Q5,4Q0YM76J0N0032,35.0,335.2,163.5,142.6,1900.0,300.0,500.0,5200.0
4Q3XF2DHCT00RF,4Q0YM76J0N0058,194.1,372.3,161.2,283.5,1800.0,300.0,500.0,4400.0
4Q3XF2DHCT00FF,4Q0YM76J0N009K,46.5,354.7,164.6,163.4,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00MB,4Q0YM76J0N006N,92.4,341.4,170.1,161.2,2100.0,400.0,600.0,4900.0
4Q3XF2DHCT00NS,4Q0YM76J0N0075,46.2,349.4,168.6,158.1,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00GT,4Q0YM76J0Q0097,31.3,299.0,134.6,137.0,2100.0,500.0,600.0,6000.0
4Q3XF2DHCT00RN,4Q0YM76J0Q00GX,95.8,332.6,153.3,158.5,2100.0,500.0,600.0,4400.0
4Q3XF2DHCT00SF,4Q0YM76J0N0062,31.6,315.1,148.2,150.4,1900.0,300.0,500.0,4700.0
4Q3XF2DHCT00SX,4Q0YM76J0Q004B,50.7,301.5,143.6,162.2,2100.0,500.0,600.0,5300.0
4Q3XF2DHCT00PQ,4Q0YM76J0Q0069,35.8,331.0,161.7,146.7,2100.0,500.0,600.0,4400.0
4Q3XF2DHCT00KK,4Q0YM76J0N007S,31.9,285.7,128.9,139.7,2600.0,600.0,700.0,6000.0
4Q3XF2DHCT00DF,4Q0YM76J0Q00HH,33.6,315.7,145.3,206.5,2200.0,600.0,600.0,4400.0
4Q3XF2DHCT00PC,4Q0YM76J0N0078,187.7,379.1,148.8,283.0,2500.0,500.0,700.0,5400.0
4Q3XF2DHCT00JV,4Q0YM76J0N0086,64.2,351.7,166.3,156.2,2100.0,300.0,500.0,5500.0
4Q3XF2DHCT00SY,4Q0YM76J0Q006N,223.4,410.8,172.4,305.0,2300.0,700.0,700.0,6000.0
4Q3XF2DHCT00K0,4Q0YM76J0Q00K9,225.9,427.8,185.4,304.3,2100.0,300.0,500.0,5200.0
4Q3XF2DHCT00MK,4Q0YM76J0Q00KT,201.7,409.1,185.4,291.7,2100.0,500.0,600.0,4800.0
4Q3XF2DHCT00G2,4Q0YM76J0Q00J8,61.5,302.1,140.9,155.4,2100.0,500.0,600.0,4400.0
4Q3XF2DHCT00K4,4Q0YM76J0Q00KP,36.1,331.9,168.0,153.2,2100.0,500.0,600.0,4400.0
4Q3XF2DHCT00HK,4Q0YM76J0Q00KW,40.1,324.5,152.8,154.7,2100.0,600.0,600.0,5900.0
4Q3XF2DHCT00NL,4Q0YM76J0Q00JX,210.8,413.3,172.4,292.2,2500.0,600.0,600.0,4800.0
4Q3XF2DHCT00KG,4Q0YM76J0Q00HP,44.2,344.3,165.7,150.1,2100.0,500.0,600.0,4400.0
4Q3XF2DHCT00JH,4Q0YM76J0Q00J0,37.2,343.4,159.4,153.7,1900.0,300.0,500.0,4700.0
4Q3XF2DHCT00LX,4Q0YM76J0Q00KC,40.1,323.1,153.3,170.7,2100.0,500.0,600.0,4400.0
4Q3XF2DHCT00R0,4Q0YM76J0Q00L3,199.7,382.4,169.2,276.2,2300.0,600.0,600.0,6000.0
4Q3XF2DHCT00P0,4Q0YM76J0Q00K7,242.3,434.9,195.2,345.6,2100.0,500.0,600.0,4800.0
4Q3XF2FJ0600XV,4Q0YM77J0Q001D,248.7,359.6,184.3,240.6,1400.0,300.0,500.0,3700.0
4Q3XF2DHCT00SR,4Q0YM76J0Q00KL,33.6,299.5,148.8,123.2,2100.0,500.0,600.0,4900.0
4Q3XF2DHCT00JM,4Q0YM76J0N0056,44.2,334.1,168.0,161.0,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00JX,4Q0YM76J0N008P,75.3,307.8,145.9,173.3,1800.0,300.0,500.0,4400.0
4Q3XF2DHCT00ND,4Q0YM76J0Q00JN,33.0,279.4,139.2,149.6,2200.0,300.0,500.0,4700.0
4Q3XF2FJ0600W9,4Q0YM77J0Q0015,234.4,382.4,187.7,236.7,1400.0,300.0,500.0,3900.0
4Q3XF2DHCT00N1,4Q0YM76J0N001X,37.8,330.4,161.7,161.7,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00F0,4Q0YM76J0N007G,89.4,332.1,157.2,143.3,1800.0,300.0,500.0,5200.0
4Q3XF2DHCT00F2,4Q0YM76J0Q009D,50.1,329.0,160.6,164.6,2500.0,600.0,600.0,5700.0
4Q3XF2DHCT00GG,4Q0YM76J0N004W,42.5,334.9,171.3,157.8,2100.0,300.0,600.0,5400.0
4Q3XF2DHCT00QY,4Q0YM76J0Q00K6,32.2,330.7,149.9,159.5,2100.0,500.0,600.0,4400.0
4Q3XF2DHCT00LC,4Q0YM76J0N005B,59.8,315.4,142.5,147.4,2900.0,700.0,700.0,6000.0
4Q3XF2FJ060111,4Q0YM77J0T00F5,218.1,336.4,162.9,213.0,1700.0,400.0,600.0,4200.0
4Q3XF2FJ060114,4Q0YM77J0T00DK,265.4,381.1,209.3,225.4,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600G7,4Q0YM77J0Q0018,247.9,372.9,192.3,242.5,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600J9,4Q0YM77J0T00DJ,260.4,354.4,177.6,235.1,1400.0,300.0,500.0,3900.0
4Q3XF2DHCT00HH,4Q0YM76J0N006Q,56.9,318.3,155.1,153.2,2000.0,400.0,600.0,5400.0
4Q3XF2DHCT00K3,4Q0YM76J0N0099,48.5,340.0,170.7,171.1,2100.0,300.0,500.0,4800.0
4Q3XF2DHCT00HP,4Q0YM76J0Q00KJ,45.1,320.5,155.4,145.2,2100.0,500.0,600.0,4900.0
4Q3XF2DHCT00KW,4Q0YM76J0N007B,42.8,307.5,141.3,150.9,2300.0,500.0,600.0,5700.0
4Q3XF2DHCT00NC,4Q0YM76J0N006R,46.0,347.3,166.9,157.2,2100.0,300.0,500.0,4900.0
4Q3XF2DHCT00KQ,4Q0YM76J0N007X,38.9,338.4,156.6,160.3,2100.0,300.0,500.0,4400.0
4Q3XF2DHCT00LJ,4Q0YM76J0N004X,38.1,278.6,122.8,144.8,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00S8,4Q0YM76J0N001W,87.6,330.1,160.6,162.5,2000.0,400.0,600.0,4900.0
4Q3XF2DHCT00GX,4Q0YM76J0Q006L,40.6,331.6,161.2,162.5,2300.0,600.0,600.0,4400.0
4Q3XF2DHCT00R4,4Q0YM76J0N008L,32.4,297.2,148.2,141.9,2300.0,400.0,600.0,5700.0
4Q3XF2DHCT00HC,4Q0YM76J0N008M,180.6,373.7,162.3,285.9,2900.0,800.0,700.0,6000.0
4Q3XF2DHCT00RX,4Q0YM76J0N0092,199.7,400.9,165.7,292.2,2100.0,300.0,500.0,4400.0
4Q3XF2DHCT00GV,4Q0YM76J0N003H,35.8,286.8,136.9,150.4,2400.0,600.0,600.0,5400.0
4Q3XF2FJ0600JK,4Q0YM77J0T00B6,274.9,355.6,184.3,233.6,1400.0,300.0,500.0,3900.0
4Q3XF2DHCT00GP,4Q0YM76J0N0063,40.6,324.2,147.6,159.5,2300.0,500.0,700.0,4900.0
4Q3XF2FJ06002N,4Q0YM77J0Q0010,236.4,382.4,184.3,233.6,1500.0,300.0,500.0,3900.0
4Q3XF2FJ060126,4Q0YM77J0Q0006,245.1,368.6,188.9,227.3,1600.0,200.0,500.0,4100.0
4Q3XF2FJ0600XQ,4Q0YM77J0Q001J,269.6,356.7,184.8,220.8,1300.0,200.0,400.0,4600.0
4Q3XF2FJ0600Q6,4Q0YM77J0T00FK,243.7,325.8,177.6,202.4,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600ZL,4Q0YM77J0Q000L,260.1,390.1,179.3,244.5,1600.0,200.0,400.0,3600.0
4Q3XF2FJ0600X2,4Q0YM77J0T00F7,225.1,323.6,160.6,218.6,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600P0,4Q0YM77J0Q000M,266.5,370.3,175.3,251.5,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600MC,4Q0YM77J0Q000V,257.5,362.4,188.3,223.2,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600NF,4Q0YM77J0Q001C,207.6,308.3,151.6,201.4,1900.0,500.0,700.0,5000.0
4Q3XF2FJ06010V,4Q0YM77J0T00DS,267.9,389.5,199.0,237.5,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600T2,4Q0YM77J0T00FC,270.2,378.2,198.4,228.8,1500.0,200.0,400.0,3500.0
4Q3XF2FJ0600Q1,4Q0YM77J0Q0014,251.3,334.6,172.4,214.2,1500.0,300.0,600.0,3900.0
4Q3XF2FJ06012T,4Q0YM77J0T00BX,273.6,387.6,184.8,237.2,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600M8,4Q0YM77J0Q0002,57.5,288.8,165.7,124.9,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600Q5,4Q0YM77J0T00DW,251.0,387.0,186.6,240.9,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06002D,4Q0YM77J0Q001P,273.3,368.6,190.0,236.5,1600.0,300.0,500.0,4600.0
4Q3XF2FJ0600SY,4Q0YM77J0Q0017,107.1,279.4,108.1,232.6,2000.0,300.0,600.0,4600.0
4Q3XF2FJ0600T8,4Q0YM77J0T00FN,248.2,356.4,175.9,233.6,1600.0,300.0,500.0,3900.0
4Q3XF2FJ060009,4Q0YM77J0T00F8,276.9,385.6,200.7,270.9,1800.0,300.0,500.0,4100.0
4Q3XF2FJ0600PQ,4Q0YM77J0Q001Q,244.6,353.9,178.7,216.7,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600V3,4Q0YM77J0Q0007,250.7,372.3,182.2,241.1,1400.0,300.0,500.0,4300.0
4Q3XF2FJ0600PS,4Q0YM77J0T00C8,238.7,353.1,177.6,237.0,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600M7,4Q0YM77J0T00FL,245.7,390.1,186.0,246.9,1400.0,300.0,500.0,3900.0
4Q3XF2FJ060124,4Q0YM77J0Q000P,283.7,380.8,197.4,257.3,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600MF,4Q0YM77J0T00FB,259.5,378.5,179.9,224.6,1800.0,300.0,500.0,5200.0
4Q3XF2FJ0600T9,4Q0YM77J0Q000K,210.5,321.0,148.8,198.8,2100.0,600.0,800.0,5800.0
4Q3XF2FJ0600FZ,4Q0YM77J0T00D2,260.1,347.1,184.3,223.0,1600.0,300.0,500.0,3900.0
4Q3XF2FJ0600TB,4Q0YM77J0T0095,261.1,355.3,186.6,211.6,1200.0,200.0,400.0,3500.0
4Q3XF2FJ0600H1,4Q0YM77J0T0096,252.5,360.5,179.3,203.4,1800.0,300.0,500.0,4600.0
4Q3XF2FJ06012D,4Q0YM77J0T00CN,240.6,363.2,184.8,240.4,1000.0,100.0,200.0,2600.0
4Q3XF2FJ0600FJ,4Q0YM77J0T008D,293.6,403.2,211.0,245.0,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600YP,4Q0YM77J0T009P,232.4,374.0,177.0,240.4,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600X6,4Q0YM77J0T0003,298.9,385.9,201.3,256.3,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600NN,4Q0YM77J0Q000G,257.5,378.0,180.5,250.3,1400.0,300.0,500.0,3500.0
4Q3XF2FJ06002K,4Q0YM77J0Q000D,239.2,324.2,180.5,223.2,1400.0,300.0,500.0,3800.0
4Q3XF2FJ06000V,4Q0YM77J0Q000S,251.0,353.4,185.4,220.8,1600.0,300.0,500.0,4100.0
4Q3XF2FJ0600NK,4Q0YM77J0T0098,286.0,401.5,205.8,262.9,1200.0,100.0,300.0,2700.0
4Q3XF2FJ0600ZZ,4Q0YM77J0T00DT,229.3,364.7,177.6,215.0,1700.0,300.0,600.0,4800.0
4Q3XF2FJ0600SS,4Q0YM77J0T0090,277.8,384.2,204.7,239.9,1400.0,300.0,500.0,3500.0
4Q3XF2FJ06012H,4Q0YM77J0T00C6,233.5,335.5,162.3,224.4,1700.0,300.0,600.0,4200.0
4Q3XF2FJ0600NQ,4Q0YM77J0T00F4,247.9,364.1,178.2,229.8,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600WB,4Q0YM77J0T00F6,221.2,342.3,173.0,221.8,1800.0,300.0,600.0,4400.0
4Q3XF2FJ06002W,4Q0YM77J0T00F1,245.4,351.7,179.3,226.8,1400.0,300.0,500.0,3500.0
4Q3XF2FJ0600ZG,4Q0YM77J0T00BW,235.0,373.7,181.0,231.4,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600GF,4Q0YM77J0T00D8,268.2,367.0,206.4,236.2,1600.0,200.0,400.0,4200.0
4Q3XF2FJ0600T6,4Q0YM77J0T00C7,247.6,388.8,185.4,227.8,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600N3,4Q0YM77J0Q000R,246.3,358.7,169.2,232.9,1800.0,300.0,500.0,4600.0
4Q3XF2FJ06011B,4Q0YM77J0T00F3,218.1,340.3,164.6,220.5,1600.0,300.0,500.0,4200.0
4Q3XF2FJ0600MQ,4Q0YM77J0T0078,260.5,387.6,195.7,239.9,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600PL,4Q0YM77J0T0067,252.5,377.4,179.9,217.7,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600XX,4Q0YM77J0T00DL,265.1,375.4,191.7,246.2,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600W1,4Q0YM77J0T00CF,218.9,342.9,172.4,207.9,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600VP,4Q0YM77J0Q000C,241.4,362.4,187.1,230.4,1400.0,300.0,500.0,4000.0
4Q3XF2FJ0600W6,4Q0YM77J0T00F2,260.4,364.7,181.6,222.7,1700.0,300.0,600.0,4200.0
4Q3XF2FJ0600X3,4Q0YM77J0T0088,278.1,364.1,183.7,241.9,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06011X,4Q0YM77J0T007Q,242.8,327.8,160.6,229.8,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600QM,4Q0YM77J0T007S,276.6,380.8,203.0,245.0,1800.0,300.0,500.0,4600.0
4Q3XF2FJ060108,4Q0YM77J0T00DG,254.9,351.7,175.9,199.5,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600N0,4Q0YM77J0T009H,284.5,410.0,203.0,257.6,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600VS,4Q0YM77J0T0047,222.9,330.1,150.5,214.2,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06010F,4Q0YM77J0T00DH,278.9,379.1,189.4,243.5,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600TL,4Q0YM77J0T00DV,238.4,357.0,186.0,223.5,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600S8,4Q0YM77J0T0077,267.1,366.7,175.9,238.7,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600N5,4Q0YM77J0T00CC,292.1,376.5,204.7,226.8,1400.0,200.0,500.0,3700.0
4Q3XF2FJ0600T1,4Q0YM77J0T007C,278.3,384.7,201.8,230.4,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600JL,4Q0YM77J0T0068,219.2,344.9,165.7,232.1,1500.0,200.0,400.0,3600.0
4Q3XF2FJ0600G8,4Q0YM77J0T00C2,237.8,331.9,173.6,226.3,1600.0,300.0,600.0,4300.0
4Q3XF2FJ0600QR,4Q0YM77J0T009G,250.7,334.9,171.9,216.4,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600Y1,4Q0YM77J0T008C,218.9,353.7,178.2,230.2,1800.0,300.0,600.0,5000.0
4Q3XF2FJ0600MY,4Q0YM77J0T00BD,254.4,342.0,178.7,230.4,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600VF,4Q0YM77J0T00DB,227.3,324.8,166.9,221.8,1600.0,400.0,600.0,5100.0
4Q3XF2FJ060107,4Q0YM77J0T00FD,271.9,371.4,195.2,245.2,1800.0,300.0,500.0,4600.0
4Q3XF2DHCT00GC,4Q0YM76J0Q006P,37.5,316.8,149.3,143.6,2500.0,700.0,600.0,5200.0
4Q3XF2FJ0600X9,4Q0YM77J0Q0011,263.1,389.5,194.6,231.2,1400.0,300.0,500.0,3900.0
4Q3XF2DHCT00SB,4Q0YM76J0Q0046,32.7,321.9,151.6,172.1,1900.0,300.0,500.0,4700.0
4Q3XF2FJ0600N8,4Q0YM77J0Q001F,229.3,320.8,173.0,216.0,1800.0,500.0,700.0,4900.0
4Q3XF2FJ06002R,4Q0YM77J0Q0013,276.6,388.2,197.4,256.6,1400.0,300.0,500.0,4100.0
4Q3XF2FJ0600L1,4Q0YM77J0Q001B,243.7,380.2,180.5,235.8,1400.0,300.0,500.0,3800.0
4Q3XF2FJ06012P,4Q0YM77J0Q0004,268.2,368.6,197.8,219.1,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06011Q,4Q0YM77J0Q001N,235.5,350.2,165.2,230.7,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06002J,4Q0YM77J0Q0008,269.0,384.5,194.0,230.7,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600R0,4Q0YM77J0Q0009,217.0,323.1,168.0,203.4,1800.0,300.0,700.0,4800.0
4Q3XF2FJ0600V2,4Q0YM77J0Q001L,252.5,354.4,165.2,229.9,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600RV,4Q0YM77J0Q0005,262.5,360.9,178.7,219.1,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600L7,4Q0YM77J0Q0012,261.7,393.5,189.4,248.8,1500.0,200.0,400.0,3600.0
4Q3XF2FJ0600MT,4Q0YM77J0Q001K,233.5,347.1,171.9,217.4,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600V7,4Q0YM77J0T004F,221.7,337.2,163.5,196.1,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600PX,4Q0YM77J0T004D,253.0,395.8,182.2,258.3,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600M1,4Q0YM77J0T00CW,267.1,356.1,181.6,246.2,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600QV,4Q0YM77J0T0076,244.6,353.1,173.0,229.9,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600YD,4Q0YM77J0T00F0,223.2,316.6,149.3,216.4,1800.0,300.0,600.0,5000.0
4Q3XF2FJ0600P1,4Q0YM77J0T004N,267.9,357.0,200.7,218.6,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600Q2,4Q0YM77J0T0074,228.5,321.3,162.3,213.7,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600NJ,4Q0YM77J0T003P,208.5,314.3,156.6,219.8,1700.0,400.0,600.0,5000.0
4Q3XF2FJ0600J3,4Q0YM77J0T0060,246.5,388.2,197.4,220.3,1400.0,300.0,500.0,3900.0
4Q3XF2FJ06011H,4Q0YM77J0T003Q,242.6,364.4,173.6,222.2,1800.0,300.0,500.0,4600.0
4Q3XF2FJ0600SK,4Q0YM77J0T007G,287.4,401.5,194.6,257.3,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600J8,4Q0YM77J0T009J,276.3,396.9,197.4,241.1,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600N7,4Q0YM77J0T00FG,242.8,355.3,187.7,217.4,1800.0,300.0,500.0,4000.0
4Q3XF2FJ0600HK,4Q0YM77J0Q000T,247.3,334.9,170.1,228.1,1400.0,300.0,600.0,4100.0
4Q3XF2FJ0600ZQ,4Q0YM77J0T009K,220.6,321.0,165.7,212.8,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600SZ,4Q0YM77J0T006W,226.5,314.0,158.3,182.3,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600FH,4Q0YM77J0T0085,235.8,326.4,178.2,206.2,1400.0,300.0,500.0,3900.0
4Q3XF2FJ0600FG,4Q0YM77J0T008R,254.9,374.0,193.4,239.4,1600.0,300.0,500.0,4600.0
4Q3XF2FJ0600NL,4Q0YM77J0T009B,272.2,376.5,187.1,222.0,1400.0,200.0,400.0,3400.0
4Q3XF2FJ0600FD,4Q0YM77J0T0093,258.4,368.3,182.2,209.2,1400.0,300.0,500.0,3900.0
