lv-R,lv-G,lv-B,lv-W,mix_W_2000_r_ratio_current,mix_W_2000_g_ratio_current,mix_W_2000_b_ratio_current,w_4000_current
221.2,411.0,166.9,282.8,2575.0,900.0,700.0,4900.0
222.6,369.4,169.6,291.4,2900.0,1000.0,800.0,6000.0
218.6,406.0,172.4,264.4,2575.0,900.0,800.0,5900.0
249.9,421.3,190.0,296.3,2200.0,800.0,700.0,5000.0
237.2,457.2,199.5,318.3,2600.0,750.0,800.0,5800.0
233.5,411.6,172.4,282.0,2300.0,800.0,700.0,4900.0
230.8,388.8,175.3,280.8,2400.0,800.0,700.0,6000.0
273.0,446.7,187.7,317.1,2100.0,800.0,700.0,4500.0
221.7,412.5,171.9,290.0,2175.0,700.0,600.0,4500.0
221.7,380.8,170.7,266.2,2800.0,1000.0,900.0,6000.0
265.1,422.7,173.6,287.1,2600.0,750.0,800.0,6000.0
198.3,410.3,162.9,293.4,2600.0,750.0,800.0,5800.0
231.6,402.1,170.1,272.1,2150.0,800.0,700.0,4500.0
249.0,424.9,177.0,300.4,2400.0,900.0,800.0,6000.0
207.9,386.2,169.2,280.5,3100.0,1100.0,1000.0,6000.0
252.5,455.2,194.6,303.8,2250.0,800.0,700.0,4900.0
250.2,420.7,191.1,304.8,2400.0,900.0,700.0,4500.0
241.7,395.5,164.6,272.5,2700.0,1000.0,900.0,6000.0
253.0,386.2,176.4,263.9,2188.0,800.0,700.0,6000.0
250.7,388.2,180.5,280.8,2600.0,1000.0,800.0,6000.0
175.3,307.8,132.9,229.3,2575.0,900.0,800.0,6000.0
158.3,299.8,128.3,232.6,2600.0,750.0,800.0,5800.0
156.6,298.7,121.1,238.2,2900.0,1100.0,900.0,6000.0
148.2,293.3,116.5,236.5,2575.0,900.0,800.0,5400.0
129.9,253.7,95.7,204.6,3800.0,1400.0,1300.0,6000.0
178.6,320.8,139.8,243.8,2400.0,900.0,800.0,6000.0
241.7,423.0,176.4,280.3,2575.0,900.0,800.0,4900.0
258.4,423.3,175.9,292.7,2800.0,1100.0,1000.0,6000.0
207.6,371.7,153.3,275.0,4200.0,1300.0,1100.0,6000.0
212.7,373.2,164.6,259.5,2600.0,900.0,800.0,6000.0
214.4,402.6,157.2,299.4,2575.0,900.0,800.0,5400.0
242.0,406.5,164.0,283.0,3100.0,1200.0,1100.0,6000.0
246.7,399.5,182.2,299.2,2575.0,900.0,800.0,4900.0
225.1,411.6,173.0,293.4,2800.0,1000.0,800.0,6000.0
228.2,392.4,178.2,350.3,2575.0,900.0,800.0,4900.0
205.1,389.2,168.0,275.2,2550.0,900.0,800.0,5800.0
214.7,395.5,173.6,371.6,2400.0,900.0,700.0,4500.0
167.7,309.8,127.2,208.7,2700.0,900.0,800.0,6000.0
